Component_1,Smiles_1,Component_2,Smiles_2,T_EP,mu_1,log10_1,FreeE_1,H_int_1,H_MF_1,H_HB_1,H_vdW_1,mu_2,log10_2,FreeE_2,H_int_2,H_MF_2,H_HB_2,H_vdW_2
Palmitic Acid,CCCCCCCCCCCCCCCC(=O)O,[N3333]Cl,CCC[N+](CCC)(CCC)CCC.[Cl-],321.91,-11.31494,-5.73434,-489296.70181,-17.90248,4.38586,-4.10019,-18.18815,1.20972,-11.70825,-620811.46495,-10.7681,7.85073,-4.36769,-14.25114
Palmitic Acid,CCCCCCCCCCCCCCCC(=O)O,[N3333]Cl,CCC[N+](CCC)(CCC)CCC.[Cl-],323.95,-11.31494,-5.73434,-489296.70181,-17.90248,4.38586,-4.10019,-18.18815,1.20972,-11.70825,-620811.46495,-10.7681,7.85073,-4.36769,-14.25114
Palmitic Acid,CCCCCCCCCCCCCCCC(=O)O,[N3333]Cl,CCC[N+](CCC)(CCC)CCC.[Cl-],330.81,-11.31494,-5.73434,-489296.70181,-17.90248,4.38586,-4.10019,-18.18815,1.20972,-11.70825,-620811.46495,-10.7681,7.85073,-4.36769,-14.25114
Palmitic Acid,CCCCCCCCCCCCCCCC(=O)O,[N3333]Cl,CCC[N+](CCC)(CCC)CCC.[Cl-],335.55,-11.31494,-5.73434,-489296.70181,-17.90248,4.38586,-4.10019,-18.18815,1.20972,-11.70825,-620811.46495,-10.7681,7.85073,-4.36769,-14.25114
Palmitic Acid,CCCCCCCCCCCCCCCC(=O)O,[N4444]Cl,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],333.6,-11.54933,-5.90623,-489296.9362,-18.54894,4.18773,-4.53329,-18.20338,-0.5805,-13.29389,-719518.55058,-14.16956,8.30777,-4.9073,-17.57002
Palmitic Acid,CCCCCCCCCCCCCCCC(=O)O,[N4444]Cl,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],322.2,-11.54933,-5.90623,-489296.9362,-18.54894,4.18773,-4.53329,-18.20338,-0.5805,-13.29389,-719518.55058,-14.16956,8.30777,-4.9073,-17.57002
Palmitic Acid,CCCCCCCCCCCCCCCC(=O)O,[N4444]Cl,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],313.6,-11.54933,-5.90623,-489296.9362,-18.54894,4.18773,-4.53329,-18.20338,-0.5805,-13.29389,-719518.55058,-14.16956,8.30777,-4.9073,-17.57002
Palmitic Acid,CCCCCCCCCCCCCCCC(=O)O,[N4444]Cl,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],303.8,-11.54933,-5.90623,-489296.9362,-18.54894,4.18773,-4.53329,-18.20338,-0.5805,-13.29389,-719518.55058,-14.16956,8.30777,-4.9073,-17.57002
Palmitic Acid,CCCCCCCCCCCCCCCC(=O)O,[N4444]Cl,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],298.4,-11.54933,-5.90623,-489296.9362,-18.54894,4.18773,-4.53329,-18.20338,-0.5805,-13.29389,-719518.55058,-14.16956,8.30777,-4.9073,-17.57002
Palmitic Acid,CCCCCCCCCCCCCCCC(=O)O,[N4444]Cl,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],307.7,-11.54933,-5.90623,-489296.9362,-18.54894,4.18773,-4.53329,-18.20338,-0.5805,-13.29389,-719518.55058,-14.16956,8.30777,-4.9073,-17.57002
Palmitic Acid,CCCCCCCCCCCCCCCC(=O)O,[N4444]Cl,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],316.0,-11.54933,-5.90623,-489296.9362,-18.54894,4.18773,-4.53329,-18.20338,-0.5805,-13.29389,-719518.55058,-14.16956,8.30777,-4.9073,-17.57002
Palmitic Acid,CCCCCCCCCCCCCCCC(=O)O,[N4444]Cl,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],326.8,-11.54933,-5.90623,-489296.9362,-18.54894,4.18773,-4.53329,-18.20338,-0.5805,-13.29389,-719518.55058,-14.16956,8.30777,-4.9073,-17.57002
Palmitic Acid,CCCCCCCCCCCCCCCC(=O)O,[N4444]Cl,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],331.4,-11.54933,-5.90623,-489296.9362,-18.54894,4.18773,-4.53329,-18.20338,-0.5805,-13.29389,-719518.55058,-14.16956,8.30777,-4.9073,-17.57002
Palmitic Acid,CCCCCCCCCCCCCCCC(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],539.52,-9.59183,-4.47065,-489294.9787,-16.81627,4.65,-3.40264,-18.06363,2.65236,-12.54413,-495308.35687,-8.26134,5.26213,-4.72472,-8.79875
Palmitic Acid,CCCCCCCCCCCCCCCC(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],517.95,-9.59183,-4.47065,-489294.9787,-16.81627,4.65,-3.40264,-18.06363,2.65236,-12.54413,-495308.35687,-8.26134,5.26213,-4.72472,-8.79875
Palmitic Acid,CCCCCCCCCCCCCCCC(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],502.18,-9.59183,-4.47065,-489294.9787,-16.81627,4.65,-3.40264,-18.06363,2.65236,-12.54413,-495308.35687,-8.26134,5.26213,-4.72472,-8.79875
Palmitic Acid,CCCCCCCCCCCCCCCC(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],473.58,-9.59183,-4.47065,-489294.9787,-16.81627,4.65,-3.40264,-18.06363,2.65236,-12.54413,-495308.35687,-8.26134,5.26213,-4.72472,-8.79875
Palmitic Acid,CCCCCCCCCCCCCCCC(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],443.48,-9.59183,-4.47065,-489294.9787,-16.81627,4.65,-3.40264,-18.06363,2.65236,-12.54413,-495308.35687,-8.26134,5.26213,-4.72472,-8.79875
Palmitic Acid,CCCCCCCCCCCCCCCC(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],438.48,-9.59183,-4.47065,-489294.9787,-16.81627,4.65,-3.40264,-18.06363,2.65236,-12.54413,-495308.35687,-8.26134,5.26213,-4.72472,-8.79875
Palmitic Acid,CCCCCCCCCCCCCCCC(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],418.85,-9.59183,-4.47065,-489294.9787,-16.81627,4.65,-3.40264,-18.06363,2.65236,-12.54413,-495308.35687,-8.26134,5.26213,-4.72472,-8.79875
Palmitic Acid,CCCCCCCCCCCCCCCC(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],393.63,-9.59183,-4.47065,-489294.9787,-16.81627,4.65,-3.40264,-18.06363,2.65236,-12.54413,-495308.35687,-8.26134,5.26213,-4.72472,-8.79875
Palmitic Acid,CCCCCCCCCCCCCCCC(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],393.88,-9.59183,-4.47065,-489294.9787,-16.81627,4.65,-3.40264,-18.06363,2.65236,-12.54413,-495308.35687,-8.26134,5.26213,-4.72472,-8.79875
Palmitic Acid,CCCCCCCCCCCCCCCC(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],377.63,-9.59183,-4.47065,-489294.9787,-16.81627,4.65,-3.40264,-18.06363,2.65236,-12.54413,-495308.35687,-8.26134,5.26213,-4.72472,-8.79875
Palmitic Acid,CCCCCCCCCCCCCCCC(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],338.85,-9.59183,-4.47065,-489294.9787,-16.81627,4.65,-3.40264,-18.06363,2.65236,-12.54413,-495308.35687,-8.26134,5.26213,-4.72472,-8.79875
Palmitic Acid,CCCCCCCCCCCCCCCC(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],331.03,-9.59183,-4.47065,-489294.9787,-16.81627,4.65,-3.40264,-18.06363,2.65236,-12.54413,-495308.35687,-8.26134,5.26213,-4.72472,-8.79875
Palmitic Acid,CCCCCCCCCCCCCCCC(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],331.95,-9.59183,-4.47065,-489294.9787,-16.81627,4.65,-3.40264,-18.06363,2.65236,-12.54413,-495308.35687,-8.26134,5.26213,-4.72472,-8.79875
Palmitic Acid,CCCCCCCCCCCCCCCC(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],333.2,-9.59183,-4.47065,-489294.9787,-16.81627,4.65,-3.40264,-18.06363,2.65236,-12.54413,-495308.35687,-8.26134,5.26213,-4.72472,-8.79875
Palmitic Acid,CCCCCCCCCCCCCCCC(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],333.75,-9.59183,-4.47065,-489294.9787,-16.81627,4.65,-3.40264,-18.06363,2.65236,-12.54413,-495308.35687,-8.26134,5.26213,-4.72472,-8.79875
Palmitic Acid,CCCCCCCCCCCCCCCC(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],334.6,-9.59183,-4.47065,-489294.9787,-16.81627,4.65,-3.40264,-18.06363,2.65236,-12.54413,-495308.35687,-8.26134,5.26213,-4.72472,-8.79875
Palmitic Acid,CCCCCCCCCCCCCCCC(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],335.05,-9.59183,-4.47065,-489294.9787,-16.81627,4.65,-3.40264,-18.06363,2.65236,-12.54413,-495308.35687,-8.26134,5.26213,-4.72472,-8.79875
Palmitic Acid,CCCCCCCCCCCCCCCC(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],335.28,-9.59183,-4.47065,-489294.9787,-16.81627,4.65,-3.40264,-18.06363,2.65236,-12.54413,-495308.35687,-8.26134,5.26213,-4.72472,-8.79875
Palmitic Acid,CCCCCCCCCCCCCCCC(=O)O,Ibuprofen,CC(C)Cc1ccc(C(C)C(=O)O)cc1,343.91,-9.67285,-4.53007,-489295.05972,-18.27509,2.87209,-3.37729,-17.76989,-5.59266,-3.1663,-412234.95386,-12.69969,2.62175,-3.24273,-12.07871
Palmitic Acid,CCCCCCCCCCCCCCCC(=O)O,Ibuprofen,CC(C)Cc1ccc(C(C)C(=O)O)cc1,340.64,-9.67285,-4.53007,-489295.05972,-18.27509,2.87209,-3.37729,-17.76989,-5.59266,-3.1663,-412234.95386,-12.69969,2.62175,-3.24273,-12.07871
Palmitic Acid,CCCCCCCCCCCCCCCC(=O)O,Ibuprofen,CC(C)Cc1ccc(C(C)C(=O)O)cc1,334.48,-9.67285,-4.53007,-489295.05972,-18.27509,2.87209,-3.37729,-17.76989,-5.59266,-3.1663,-412234.95386,-12.69969,2.62175,-3.24273,-12.07871
Palmitic Acid,CCCCCCCCCCCCCCCC(=O)O,Ibuprofen,CC(C)Cc1ccc(C(C)C(=O)O)cc1,331.22,-9.67285,-4.53007,-489295.05972,-18.27509,2.87209,-3.37729,-17.76989,-5.59266,-3.1663,-412234.95386,-12.69969,2.62175,-3.24273,-12.07871
Palmitic Acid,CCCCCCCCCCCCCCCC(=O)O,Ibuprofen,CC(C)Cc1ccc(C(C)C(=O)O)cc1,323.69,-9.67285,-4.53007,-489295.05972,-18.27509,2.87209,-3.37729,-17.76989,-5.59266,-3.1663,-412234.95386,-12.69969,2.62175,-3.24273,-12.07871
Palmitic Acid,CCCCCCCCCCCCCCCC(=O)O,Ibuprofen,CC(C)Cc1ccc(C(C)C(=O)O)cc1,328.79,-9.67285,-4.53007,-489295.05972,-18.27509,2.87209,-3.37729,-17.76989,-5.59266,-3.1663,-412234.95386,-12.69969,2.62175,-3.24273,-12.07871
Palmitic Acid,CCCCCCCCCCCCCCCC(=O)O,Ibuprofen,CC(C)Cc1ccc(C(C)C(=O)O)cc1,331.38,-9.67285,-4.53007,-489295.05972,-18.27509,2.87209,-3.37729,-17.76989,-5.59266,-3.1663,-412234.95386,-12.69969,2.62175,-3.24273,-12.07871
Palmitic Acid,CCCCCCCCCCCCCCCC(=O)O,Ibuprofen,CC(C)Cc1ccc(C(C)C(=O)O)cc1,332.53,-9.67285,-4.53007,-489295.05972,-18.27509,2.87209,-3.37729,-17.76989,-5.59266,-3.1663,-412234.95386,-12.69969,2.62175,-3.24273,-12.07871
Palmitic Acid,CCCCCCCCCCCCCCCC(=O)O,Ibuprofen,CC(C)Cc1ccc(C(C)C(=O)O)cc1,333.69,-9.67285,-4.53007,-489295.05972,-18.27509,2.87209,-3.37729,-17.76989,-5.59266,-3.1663,-412234.95386,-12.69969,2.62175,-3.24273,-12.07871
Palmitic Acid,CCCCCCCCCCCCCCCC(=O)O,Stearic Acid,CCCCCCCCCCCCCCCCCC(=O)O,341.61,-9.72265,-4.56659,-489295.10952,-18.65328,2.52709,-3.27587,-17.90451,-10.93969,-5.5023,-538648.66891,-20.55952,2.67129,-3.34796,-19.88284
Palmitic Acid,CCCCCCCCCCCCCCCC(=O)O,Stearic Acid,CCCCCCCCCCCCCCCCCC(=O)O,339.79,-9.72265,-4.56659,-489295.10952,-18.65328,2.52709,-3.27587,-17.90451,-10.93969,-5.5023,-538648.66891,-20.55952,2.67129,-3.34796,-19.88284
Palmitic Acid,CCCCCCCCCCCCCCCC(=O)O,Stearic Acid,CCCCCCCCCCCCCCCCCC(=O)O,337.49,-9.72265,-4.56659,-489295.10952,-18.65328,2.52709,-3.27587,-17.90451,-10.93969,-5.5023,-538648.66891,-20.55952,2.67129,-3.34796,-19.88284
Palmitic Acid,CCCCCCCCCCCCCCCC(=O)O,Stearic Acid,CCCCCCCCCCCCCCCCCC(=O)O,333.9,-9.72265,-4.56659,-489295.10952,-18.65328,2.52709,-3.27587,-17.90451,-10.93969,-5.5023,-538648.66891,-20.55952,2.67129,-3.34796,-19.88284
Palmitic Acid,CCCCCCCCCCCCCCCC(=O)O,Stearic Acid,CCCCCCCCCCCCCCCCCC(=O)O,330.76,-9.72265,-4.56659,-489295.10952,-18.65328,2.52709,-3.27587,-17.90451,-10.93969,-5.5023,-538648.66891,-20.55952,2.67129,-3.34796,-19.88284
Palmitic Acid,CCCCCCCCCCCCCCCC(=O)O,Stearic Acid,CCCCCCCCCCCCCCCCCC(=O)O,330.38,-9.72265,-4.56659,-489295.10952,-18.65328,2.52709,-3.27587,-17.90451,-10.93969,-5.5023,-538648.66891,-20.55952,2.67129,-3.34796,-19.88284
Palmitic Acid,CCCCCCCCCCCCCCCC(=O)O,Stearic Acid,CCCCCCCCCCCCCCCCCC(=O)O,329.86,-9.72265,-4.56659,-489295.10952,-18.65328,2.52709,-3.27587,-17.90451,-10.93969,-5.5023,-538648.66891,-20.55952,2.67129,-3.34796,-19.88284
Palmitic Acid,CCCCCCCCCCCCCCCC(=O)O,Stearic Acid,CCCCCCCCCCCCCCCCCC(=O)O,333.64,-9.72265,-4.56659,-489295.10952,-18.65328,2.52709,-3.27587,-17.90451,-10.93969,-5.5023,-538648.66891,-20.55952,2.67129,-3.34796,-19.88284
Paracetamol,CC(=O)Nc1ccc(O)cc1,ChCl,C[N+](C)(C)CCO.[Cl-],314.16,-4.01823,-5.19519,-323604.76503,-10.97512,3.39492,-5.48782,-8.88222,1.26441,-13.56203,-495309.74483,-9.46054,4.63165,-5.37194,-8.72025
p-Coumaric acid,O=C(O)/C=C/c1ccc(O)cc1,ChCl,C[N+](C)(C)CCO.[Cl-],340.15,-5.41663,-5.81838,-359993.5244,-13.44049,3.24378,-7.52829,-9.15598,0.92266,-13.81265,-495310.08657,-12.08483,4.29148,-7.76049,-8.61582
Pelargonic Acid,CCCCCCCCC(=O)O,Lauric Acid,CCCCCCCCCCCC(=O)O,310.15,-5.50876,-1.2674,-316558.36673,-11.96712,2.18029,-3.33613,-10.81128,-7.34824,-2.6922,-390588.07369,-14.8403,2.46198,-3.53994,-13.76234
Pelargonic Acid,CCCCCCCCC(=O)O,Lauric Acid,CCCCCCCCCCCC(=O)O,305.15,-5.50876,-1.2674,-316558.36673,-11.96712,2.18029,-3.33613,-10.81128,-7.34824,-2.6922,-390588.07369,-14.8403,2.46198,-3.53994,-13.76234
Pelargonic Acid,CCCCCCCCC(=O)O,Lauric Acid,CCCCCCCCCCCC(=O)O,302.15,-5.50876,-1.2674,-316558.36673,-11.96712,2.18029,-3.33613,-10.81128,-7.34824,-2.6922,-390588.07369,-14.8403,2.46198,-3.53994,-13.76234
Pelargonic Acid,CCCCCCCCC(=O)O,Lauric Acid,CCCCCCCCCCCC(=O)O,299.15,-5.50876,-1.2674,-316558.36673,-11.96712,2.18029,-3.33613,-10.81128,-7.34824,-2.6922,-390588.07369,-14.8403,2.46198,-3.53994,-13.76234
Pelargonic Acid,CCCCCCCCC(=O)O,Lauric Acid,CCCCCCCCCCCC(=O)O,294.15,-5.50876,-1.2674,-316558.36673,-11.96712,2.18029,-3.33613,-10.81128,-7.34824,-2.6922,-390588.07369,-14.8403,2.46198,-3.53994,-13.76234
Pelargonic Acid,CCCCCCCCC(=O)O,Lauric Acid,CCCCCCCCCCCC(=O)O,288.15,-5.50876,-1.2674,-316558.36673,-11.96712,2.18029,-3.33613,-10.81128,-7.34824,-2.6922,-390588.07369,-14.8403,2.46198,-3.53994,-13.76234
Pelargonic Acid,CCCCCCCCC(=O)O,Lauric Acid,CCCCCCCCCCCC(=O)O,285.15,-5.50876,-1.2674,-316558.36673,-11.96712,2.18029,-3.33613,-10.81128,-7.34824,-2.6922,-390588.07369,-14.8403,2.46198,-3.53994,-13.76234
Pelargonic Acid,CCCCCCCCC(=O)O,Lauric Acid,CCCCCCCCCCCC(=O)O,282.15,-5.50876,-1.2674,-316558.36673,-11.96712,2.18029,-3.33613,-10.81128,-7.34824,-2.6922,-390588.07369,-14.8403,2.46198,-3.53994,-13.76234
Pelargonic Acid,CCCCCCCCC(=O)O,Lauric Acid,CCCCCCCCCCCC(=O)O,285.15,-5.50876,-1.2674,-316558.36673,-11.96712,2.18029,-3.33613,-10.81128,-7.34824,-2.6922,-390588.07369,-14.8403,2.46198,-3.53994,-13.76234
Phenol,Oc1ccccc1,ChCl,C[N+](C)(C)CCO.[Cl-],243.15,-4.02776,-0.69921,-193015.59497,-7.49531,2.31423,-3.4414,-6.36814,1.4057,-13.45841,-495309.60354,-9.17246,4.78953,-5.12714,-8.83485
Phenol,Oc1ccccc1,ChCl,C[N+](C)(C)CCO.[Cl-],253.1,-4.02776,-0.69921,-193015.59497,-7.49531,2.31423,-3.4414,-6.36814,1.4057,-13.45841,-495309.60354,-9.17246,4.78953,-5.12714,-8.83485
Phenol,Oc1ccccc1,ChCl,C[N+](C)(C)CCO.[Cl-],260.2,-4.02776,-0.69921,-193015.59497,-7.49531,2.31423,-3.4414,-6.36814,1.4057,-13.45841,-495309.60354,-9.17246,4.78953,-5.12714,-8.83485
Phenol,Oc1ccccc1,ChCl,C[N+](C)(C)CCO.[Cl-],255.6,-4.02776,-0.69921,-193015.59497,-7.49531,2.31423,-3.4414,-6.36814,1.4057,-13.45841,-495309.60354,-9.17246,4.78953,-5.12714,-8.83485
Phenol,Oc1ccccc1,ChCl,C[N+](C)(C)CCO.[Cl-],279.3,-4.02776,-0.69921,-193015.59497,-7.49531,2.31423,-3.4414,-6.36814,1.4057,-13.45841,-495309.60354,-9.17246,4.78953,-5.12714,-8.83485
Phenylacetic Acid,O=C(O)Cc1ccccc1,ChCl,C[N+](C)(C)CCO.[Cl-],291.6589,-3.6511,-2.48858,-288851.41695,-8.33947,3.45746,-3.67592,-8.12101,1.50765,-13.38364,-495309.50159,-8.73885,4.96296,-4.97356,-8.72824
Phenylpropionic Acid,O=C(O)CCc1ccccc1,ChCl,C[N+](C)(C)CCO.[Cl-],293.9791,-4.34827,-2.1372,-313528.40267,-8.94578,3.42867,-3.49449,-8.87996,1.57386,-13.33508,-495309.43538,-8.82059,4.87683,-4.9471,-8.75033
Pimelic Acid,O=C(O)CCCCCC(=O)O,[N2222]Br,CC[N+](CC)(CC)CC.[Br-],328.1,-4.86511,-4.60597,-360916.6135,-11.88608,4.10053,-6.83545,-9.15116,1.17619,-11.97957,-1848779.32552,-10.50984,6.72829,-6.24557,-10.99257
Pimelic Acid,O=C(O)CCCCCC(=O)O,[N3333]Br,CCC[N+](CCC)(CCC)CCC.[Br-],309.6,-4.95341,-4.67072,-360916.70179,-12.136,4.00628,-6.93923,-9.20304,-0.28735,-13.32848,-1947479.0742,-13.09157,7.71758,-6.46731,-14.34185
Prilocaine,CCCNC(C)C(=O)Nc1ccccc1C,Lidocaine,CCN(CC)CC(=O)Nc1c(C)cccc1C,291.15,-5.22188,-3.91925,-434505.71349,-9.59933,3.96181,-0.37607,-13.18507,-4.40314,-5.79869,-459170.75707,-11.53898,4.59074,-2.45617,-13.67355
Propionic acid,CCC(=O)O,[N4444]Br,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],254.01,-3.55928,0.30388,-168498.43826,-6.59842,2.1478,-3.59963,-5.14658,-1.79056,-13.38894,-2046186.60713,-13.21965,8.41015,-4.35999,-17.26981
Propionic acid,CCC(=O)O,Betaine,C[N+](C)(C)CC(=O)[O-],361.2,-4.1092,-0.09942,-168498.98819,-7.7252,2.42638,-5.27149,-4.88009,3.06344,-10.25088,-252577.77983,-8.29571,5.5963,-7.15887,-6.73314
Propylene glycol,CC(O)CO,Betaine,C[N+](C)(C)CC(=O)[O-],438.3,-3.82564,-2.41925,-169233.81787,-9.88009,3.13094,-7.74311,-5.26793,3.08826,-10.23269,-252577.75502,-8.17829,5.87164,-7.24981,-6.80013
Propylene glycol,CC(O)CO,Betaine,C[N+](C)(C)CC(=O)[O-],437.76,-3.82564,-2.41925,-169233.81787,-9.88009,3.13094,-7.74311,-5.26793,3.08826,-10.23269,-252577.75502,-8.17829,5.87164,-7.24981,-6.80013
Propylene glycol,CC(O)CO,Betaine,C[N+](C)(C)CC(=O)[O-],427.28,-3.82564,-2.41925,-169233.81787,-9.88009,3.13094,-7.74311,-5.26793,3.08826,-10.23269,-252577.75502,-8.17829,5.87164,-7.24981,-6.80013
Propylene glycol,CC(O)CO,Betaine,C[N+](C)(C)CC(=O)[O-],404.67,-3.82564,-2.41925,-169233.81787,-9.88009,3.13094,-7.74311,-5.26793,3.08826,-10.23269,-252577.75502,-8.17829,5.87164,-7.24981,-6.80013
Propylene glycol,CC(O)CO,Betaine,C[N+](C)(C)CC(=O)[O-],411.28,-3.82564,-2.41925,-169233.81787,-9.88009,3.13094,-7.74311,-5.26793,3.08826,-10.23269,-252577.75502,-8.17829,5.87164,-7.24981,-6.80013
Ranitidine,CN/C(=C\[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,Acetylsalicylic Acid,CC(=O)Oc1ccccc1C(=O)O,236.15,-3.5291,-12.27655,-848265.21639,-15.27442,6.29469,-4.48011,-17.08901,-3.99777,-3.36869,-407226.26529,-9.82443,3.06106,-3.76641,-9.11908
Ranitidine,CN/C(=C\[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,Urea,NC(N)=O,242.15,-2.96552,-11.86324,-848264.65282,-13.33653,6.63976,-2.8851,-17.09119,-0.88239,-2.79858,-141432.79085,-7.01383,1.68857,-4.86304,-3.83936
Resorcinol,Oc1cccc(O)c1,ChCl,C[N+](C)(C)CCO.[Cl-],279.15,-5.00741,-4.04489,-240244.52247,-11.47529,2.15228,-7.05138,-6.5762,0.67894,-13.99139,-495310.3303,-12.6117,4.14137,-8.06636,-8.68671
Resorcinol,Oc1cccc(O)c1,ChCl,C[N+](C)(C)CCO.[Cl-],360.15,-5.00741,-4.04489,-240244.52247,-11.47529,2.15228,-7.05138,-6.5762,0.67894,-13.99139,-495310.3303,-12.6117,4.14137,-8.06636,-8.68671
Salicylic Acid,O=C(O)c1ccccc1O,Betaine,C[N+](C)(C)CC(=O)[O-],534.8,-6.04322,-2.52138,-311410.05693,-10.57805,2.51869,-6.07638,-7.02036,2.86239,-10.39833,-252577.98089,-9.7782,4.87836,-7.93163,-6.72493
Salicylic Acid,O=C(O)c1ccccc1O,Betaine,C[N+](C)(C)CC(=O)[O-],488.8,-6.04322,-2.52138,-311410.05693,-10.57805,2.51869,-6.07638,-7.02036,2.86239,-10.39833,-252577.98089,-9.7782,4.87836,-7.93163,-6.72493
Salicylic Acid,O=C(O)c1ccccc1O,Betaine,C[N+](C)(C)CC(=O)[O-],444.6,-6.04322,-2.52138,-311410.05693,-10.57805,2.51869,-6.07638,-7.02036,2.86239,-10.39833,-252577.98089,-9.7782,4.87836,-7.93163,-6.72493
Salicylic Acid,O=C(O)c1ccccc1O,Betaine,C[N+](C)(C)CC(=O)[O-],411.8,-6.04322,-2.52138,-311410.05693,-10.57805,2.51869,-6.07638,-7.02036,2.86239,-10.39833,-252577.98089,-9.7782,4.87836,-7.93163,-6.72493
Salicylic Acid,O=C(O)c1ccccc1O,Betaine,C[N+](C)(C)CC(=O)[O-],388.5,-6.04322,-2.52138,-311410.05693,-10.57805,2.51869,-6.07638,-7.02036,2.86239,-10.39833,-252577.98089,-9.7782,4.87836,-7.93163,-6.72493
Salicylic Acid,O=C(O)c1ccccc1O,Betaine,C[N+](C)(C)CC(=O)[O-],360.8,-6.04322,-2.52138,-311410.05693,-10.57805,2.51869,-6.07638,-7.02036,2.86239,-10.39833,-252577.98089,-9.7782,4.87836,-7.93163,-6.72493
Salicylic Acid,O=C(O)c1ccccc1O,Betaine,C[N+](C)(C)CC(=O)[O-],347.8,-6.04322,-2.52138,-311410.05693,-10.57805,2.51869,-6.07638,-7.02036,2.86239,-10.39833,-252577.98089,-9.7782,4.87836,-7.93163,-6.72493
Salicylic Acid,O=C(O)c1ccccc1O,Betaine,C[N+](C)(C)CC(=O)[O-],359.7,-6.04322,-2.52138,-311410.05693,-10.57805,2.51869,-6.07638,-7.02036,2.86239,-10.39833,-252577.98089,-9.7782,4.87836,-7.93163,-6.72493
Salicylic Acid,O=C(O)c1ccccc1O,Betaine,C[N+](C)(C)CC(=O)[O-],395.4,-6.04322,-2.52138,-311410.05693,-10.57805,2.51869,-6.07638,-7.02036,2.86239,-10.39833,-252577.98089,-9.7782,4.87836,-7.93163,-6.72493
Salicylic Acid,O=C(O)c1ccccc1O,ChCl,C[N+](C)(C)CCO.[Cl-],550.7,-4.65873,-1.50603,-311408.67245,-8.69236,2.49817,-3.97458,-7.21595,1.43368,-13.43789,-495309.57556,-9.59591,4.67,-5.61346,-8.65245
Salicylic Acid,O=C(O)c1ccccc1O,ChCl,C[N+](C)(C)CCO.[Cl-],505.7,-4.65873,-1.50603,-311408.67245,-8.69236,2.49817,-3.97458,-7.21595,1.43368,-13.43789,-495309.57556,-9.59591,4.67,-5.61346,-8.65245
Salicylic Acid,O=C(O)c1ccccc1O,ChCl,C[N+](C)(C)CCO.[Cl-],438.7,-4.65873,-1.50603,-311408.67245,-8.69236,2.49817,-3.97458,-7.21595,1.43368,-13.43789,-495309.57556,-9.59591,4.67,-5.61346,-8.65245
Salicylic Acid,O=C(O)c1ccccc1O,ChCl,C[N+](C)(C)CCO.[Cl-],393.6,-4.65873,-1.50603,-311408.67245,-8.69236,2.49817,-3.97458,-7.21595,1.43368,-13.43789,-495309.57556,-9.59591,4.67,-5.61346,-8.65245
Salicylic Acid,O=C(O)c1ccccc1O,ChCl,C[N+](C)(C)CCO.[Cl-],341.15,-4.65873,-1.50603,-311408.67245,-8.69236,2.49817,-3.97458,-7.21595,1.43368,-13.43789,-495309.57556,-9.59591,4.67,-5.61346,-8.65245
Salicylic Acid,O=C(O)c1ccccc1O,ChCl,C[N+](C)(C)CCO.[Cl-],340.6,-4.65873,-1.50603,-311408.67245,-8.69236,2.49817,-3.97458,-7.21595,1.43368,-13.43789,-495309.57556,-9.59591,4.67,-5.61346,-8.65245
Salicylic Acid,O=C(O)c1ccccc1O,ChCl,C[N+](C)(C)CCO.[Cl-],352.7,-4.65873,-1.50603,-311408.67245,-8.69236,2.49817,-3.97458,-7.21595,1.43368,-13.43789,-495309.57556,-9.59591,4.67,-5.61346,-8.65245
