Component_1,Smiles_1,H_1,T_1,Component_2,Smiles_2,H_2,T_2,T_EP,X_1
Fructose,OC[C@@]1(O)OC[C@@H](O)[C@@H](O)[C@@H]1O,33.00,386.75,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,309.15,0.71
Fructose,OC[C@@]1(O)OC[C@@H](O)[C@@H](O)[C@@H]1O,33.00,386.75,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,313.15,0.75
Furfuryl alcohol,OCc1ccco1,,258.50,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,237.40,0.75
Furfuryl alcohol,OCc1ccco1,,258.50,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,238.60,0.80
Furfuryl alcohol,OCc1ccco1,,258.50,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,239.40,0.83
Gallic acid,O=C(O)c1cc(O)c(O)c(O)c1,62.39,524.19,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,350.15,0.33
Glucose,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O,32.00,420.00,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,317.15,0.29
Glucose,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O,32.00,420.00,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,288.15,0.33
Glucose,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O,32.00,420.00,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,297.15,0.40
Glucose,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O,32.00,420.00,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,304.15,0.50
Glucose,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O,32.00,420.00,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,312.15,0.60
Glutamic acid,[NH3+][C@@H](CCC(=O)O)C(=O)[O-],,472.15,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,286.15,0.67
Glutaric Acid,O=C(O)CCCC(=O)O,20.70,370.90,[N2222]Br,CC[N+](CC)(CC)CC.[Br-],13.90,633.00,301.60,0.43
Glutaric Acid,O=C(O)CCCC(=O)O,20.70,370.90,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,571.62,0.05
Glutaric Acid,O=C(O)CCCC(=O)O,20.70,370.90,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,539.75,0.10
Glutaric Acid,O=C(O)CCCC(=O)O,20.70,370.90,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,504.28,0.15
Glutaric Acid,O=C(O)CCCC(=O)O,20.70,370.90,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,475.42,0.20
Glutaric Acid,O=C(O)CCCC(=O)O,20.70,370.90,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,444.45,0.25
Glutaric Acid,O=C(O)CCCC(=O)O,20.70,370.90,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,418.72,0.30
Glutaric Acid,O=C(O)CCCC(=O)O,20.70,370.90,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,396.78,0.35
Glutaric Acid,O=C(O)CCCC(=O)O,20.70,370.90,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,372.65,0.40
Glutaric Acid,O=C(O)CCCC(=O)O,20.70,370.90,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,342.85,0.45
Glutaric Acid,O=C(O)CCCC(=O)O,20.70,370.90,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,304.55,0.51
Glutaric Acid,O=C(O)CCCC(=O)O,20.70,370.90,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,311.15,0.55
Glutaric Acid,O=C(O)CCCC(=O)O,20.70,370.90,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,320.45,0.60
Glutaric Acid,O=C(O)CCCC(=O)O,20.70,370.90,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,326.58,0.65
Glutaric Acid,O=C(O)CCCC(=O)O,20.70,370.90,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,333.48,0.70
Glutaric Acid,O=C(O)CCCC(=O)O,20.70,370.90,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,341.02,0.75
Glutaric Acid,O=C(O)CCCC(=O)O,20.70,370.90,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,345.38,0.80
Glutaric Acid,O=C(O)CCCC(=O)O,20.70,370.90,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,352.58,0.85
Glutaric Acid,O=C(O)CCCC(=O)O,20.70,370.90,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,358.68,0.90
Glutaric Acid,O=C(O)CCCC(=O)O,20.70,370.90,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,364.25,0.95
Glycerol,OCC(O)CO,18.30,291.22,[Ch][OAc],CC(=O)[O-].C[N+](C)(C)CCO,8.88,362.62,293.15,0.50
Glycerol,OCC(O)CO,18.30,291.22,[Ch][OAc],CC(=O)[O-].C[N+](C)(C)CCO,8.88,362.62,287.15,0.56
Glycerol,OCC(O)CO,18.30,291.22,[Ch][OAc],CC(=O)[O-].C[N+](C)(C)CCO,8.88,362.62,286.15,0.60
Glycerol,OCC(O)CO,18.30,291.22,[Ch][OAc],CC(=O)[O-].C[N+](C)(C)CCO,8.88,362.62,296.15,0.67
Glycerol,OCC(O)CO,18.30,291.22,[Ch][OAc],CC(=O)[O-].C[N+](C)(C)CCO,8.88,362.62,293.15,0.75
Glycerol,OCC(O)CO,18.30,291.25,[N3333]Br,CCC[N+](CCC)(CCC)CCC.[Br-],7.30,583.00,258.15,0.67
Glycerol,OCC(O)CO,18.30,291.25,[N3333]Br,CCC[N+](CCC)(CCC)CCC.[Br-],7.30,583.00,257.05,0.75
Glycerol,OCC(O)CO,18.30,291.25,[N3333]Br,CCC[N+](CCC)(CCC)CCC.[Br-],7.30,583.00,268.45,0.80
Glycerol,OCC(O)CO,18.30,291.25,[N4444]Br,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],10.00,390.80,249.09,0.80
Glycerol,OCC(O)CO,18.30,291.22,[N4444]Cl,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],14.69,344.00,231.51,0.75
Glycerol,OCC(O)CO,18.30,291.22,[N4444]Cl,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],14.69,344.00,230.54,0.80
Glycerol,OCC(O)CO,18.30,291.22,[N4444]Cl,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],14.69,344.00,230.37,0.83
Glycerol,OCC(O)CO,18.30,291.22,Benzyltriphenylphosphonium chloride,[Cl-].c1ccc(C[P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,,603.15,328.91,0.67
Glycerol,OCC(O)CO,18.30,291.22,Benzyltriphenylphosphonium chloride,[Cl-].c1ccc(C[P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,,603.15,323.51,0.83
Glycerol,OCC(O)CO,18.30,291.22,Benzyltriphenylphosphonium chloride,[Cl-].c1ccc(C[P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,,603.15,334.39,0.89
Glycerol,OCC(O)CO,18.30,291.22,Betaine,C[N+](C)(C)CC(=O)[O-],42.76,514.15,432.51,0.10
Glycerol,OCC(O)CO,18.30,291.22,Betaine,C[N+](C)(C)CC(=O)[O-],42.76,514.15,428.27,0.20
Glycerol,OCC(O)CO,18.30,291.22,Betaine,C[N+](C)(C)CC(=O)[O-],42.76,514.15,427.54,0.30
Glycerol,OCC(O)CO,18.30,291.22,Betaine,C[N+](C)(C)CC(=O)[O-],42.76,514.15,412.61,0.40
Glycerol,OCC(O)CO,18.30,291.22,Betaine,C[N+](C)(C)CC(=O)[O-],42.76,514.15,392.00,0.50
Glycerol,OCC(O)CO,18.30,291.22,Betaine,C[N+](C)(C)CC(=O)[O-],42.76,514.15,390.57,0.60
Glycerol,OCC(O)CO,18.30,291.22,Betaine,C[N+](C)(C)CC(=O)[O-],42.76,514.15,378.59,0.67
Glycerol,OCC(O)CO,18.30,291.22,Betaine,C[N+](C)(C)CC(=O)[O-],42.76,514.15,384.17,0.75
Glycerol,OCC(O)CO,18.30,291.22,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,281.18,0.50
Glycerol,OCC(O)CO,18.30,291.22,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,237.00,0.67
Glycerol,OCC(O)CO,18.30,291.22,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,240.50,0.75
Glycerol,OCC(O)CO,18.30,291.22,Methyltriphenylphosphonium bromide,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],,504.15,353.58,0.33
Glycerol,OCC(O)CO,18.30,291.22,Methyltriphenylphosphonium bromide,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],,504.15,348.75,0.50
Glycerol,OCC(O)CO,18.30,291.22,Methyltriphenylphosphonium bromide,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],,504.15,316.71,0.60
Glycerol,OCC(O)CO,18.30,291.22,Methyltriphenylphosphonium bromide,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],,504.15,269.12,0.64
Glycerol,OCC(O)CO,18.30,291.22,Methyltriphenylphosphonium bromide,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],,504.15,276.90,0.67
Glycerol,OCC(O)CO,18.30,291.22,Methyltriphenylphosphonium bromide,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],,504.15,327.85,0.67
Glycerol,OCC(O)CO,18.30,291.22,Methyltriphenylphosphonium bromide,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],,504.15,267.60,0.75
Glycerol,OCC(O)CO,18.30,291.22,Methyltriphenylphosphonium bromide,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],,504.15,288.90,0.80
Glycerol,OCC(O)CO,18.30,291.22,"N,N-Diethylethanolammonium chloride",CC[NH+](CC)CCO.[Cl-],,408.15,271.82,0.67
Glycerol,OCC(O)CO,18.30,291.22,"N,N-Diethylethanolammonium chloride",CC[NH+](CC)CCO.[Cl-],,408.15,274.85,0.75
Glycerol,OCC(O)CO,18.30,291.22,"N,N-Diethylethanolammonium chloride",CC[NH+](CC)CCO.[Cl-],,408.15,275.15,0.80
Glycerol,OCC(O)CO,18.30,291.25,Phenformin,NC(N)=NC(N)=NCCc1ccccc1,,449.65,204.15,0.67
Glycerol,OCC(O)CO,18.30,291.25,Ranitidine,CN/C(=C\[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,,342.15,186.15,0.67
Glycerol,OCC(O)CO,18.30,291.25,Tetracycline,CN(C)[C@@H]1C(=O)C(C(N)=O)=C(O)[C@@]2(O)C(=O)C3=C(O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,,444.15,335.15,0.67
Glycerol,OCC(O)CO,18.30,291.25,Ticlopidine,Clc1ccccc1CN1CCc2sccc2C1,,462.15,340.15,0.67
Glycolic Acid,O=C(O)CO,19.30,350.80,Betaine,C[N+](C)(C)CC(=O)[O-],42.76,514.15,257.99,0.50
Glycolic Acid,O=C(O)CO,19.30,350.80,Betaine,C[N+](C)(C)CC(=O)[O-],42.76,514.15,248.31,0.60
Glycolic Acid,O=C(O)CO,19.30,350.80,Betaine,C[N+](C)(C)CC(=O)[O-],42.76,514.15,237.15,0.67
Glycolic Acid,O=C(O)CO,19.30,350.80,Betaine,C[N+](C)(C)CC(=O)[O-],42.76,514.15,246.38,0.70
Glycolic Acid,O=C(O)CO,19.30,350.80,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,563.15,0.05
Glycolic Acid,O=C(O)CO,19.30,350.80,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,532.58,0.10
Glycolic Acid,O=C(O)CO,19.30,350.80,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,504.58,0.15
Glycolic Acid,O=C(O)CO,19.30,350.80,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,477.55,0.20
Glycolic Acid,O=C(O)CO,19.30,350.80,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,450.18,0.25
Glycolic Acid,O=C(O)CO,19.30,350.80,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,420.15,0.30
Glycolic Acid,O=C(O)CO,19.30,350.80,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,387.98,0.35
Glycolic Acid,O=C(O)CO,19.30,350.80,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,364.15,0.40
Glycolic Acid,O=C(O)CO,19.30,350.80,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,335.38,0.45
Glycolic Acid,O=C(O)CO,19.30,350.80,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,301.95,0.50
Glycolic Acid,O=C(O)CO,19.30,350.80,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,287.45,0.55
Glycolic Acid,O=C(O)CO,19.30,350.80,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,297.38,0.60
Glycolic Acid,O=C(O)CO,19.30,350.80,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,300.78,0.65
Glycolic Acid,O=C(O)CO,19.30,350.80,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,306.72,0.70
Glycolic Acid,O=C(O)CO,19.30,350.80,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,313.95,0.75
Glycolic Acid,O=C(O)CO,19.30,350.80,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,321.95,0.80
Glycolic Acid,O=C(O)CO,19.30,350.80,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,330.28,0.85
Glycolic Acid,O=C(O)CO,19.30,350.80,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,337.62,0.90
Glycolic Acid,O=C(O)CO,19.30,350.80,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,345.42,0.95
Hexadecan-1-ol,CCCCCCCCCCCCCCCCO,60.96,324.40,[N1111]Cl,C[N+](C)(C)C.[Cl-],20.49,612.87,557.50,0.10
Hexadecan-1-ol,CCCCCCCCCCCCCCCCO,60.96,324.40,[N1111]Cl,C[N+](C)(C)C.[Cl-],20.49,612.87,453.80,0.20
Hexadecan-1-ol,CCCCCCCCCCCCCCCCO,60.96,324.40,[N1111]Cl,C[N+](C)(C)C.[Cl-],20.49,612.87,402.20,0.30
Hexadecan-1-ol,CCCCCCCCCCCCCCCCO,60.96,324.40,[N1111]Cl,C[N+](C)(C)C.[Cl-],20.49,612.87,332.30,0.40
Hexadecan-1-ol,CCCCCCCCCCCCCCCCO,60.96,324.40,[N1111]Cl,C[N+](C)(C)C.[Cl-],20.49,612.87,330.40,0.50
Hexadecan-1-ol,CCCCCCCCCCCCCCCCO,60.96,324.40,[N1111]Cl,C[N+](C)(C)C.[Cl-],20.49,612.87,328.30,0.60
Hexadecan-1-ol,CCCCCCCCCCCCCCCCO,60.96,324.40,[N1111]Cl,C[N+](C)(C)C.[Cl-],20.49,612.87,329.40,0.70
Hexadecan-1-ol,CCCCCCCCCCCCCCCCO,60.96,324.40,[N1111]Cl,C[N+](C)(C)C.[Cl-],20.49,612.87,330.20,0.80
Hexadecan-1-ol,CCCCCCCCCCCCCCCCO,60.96,324.40,[N1111]Cl,C[N+](C)(C)C.[Cl-],20.49,612.87,332.20,0.90
Hexadecan-1-ol,CCCCCCCCCCCCCCCCO,60.96,324.40,[N4444]Cl,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],14.69,344.00,337.30,0.10
Hexadecan-1-ol,CCCCCCCCCCCCCCCCO,60.96,324.40,[N4444]Cl,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],14.69,344.00,329.00,0.20
Hexadecan-1-ol,CCCCCCCCCCCCCCCCO,60.96,324.40,[N4444]Cl,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],14.69,344.00,324.10,0.28
Hexadecan-1-ol,CCCCCCCCCCCCCCCCO,60.96,324.40,[N4444]Cl,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],14.69,344.00,315.70,0.40
Hexadecan-1-ol,CCCCCCCCCCCCCCCCO,60.96,324.40,[N4444]Cl,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],14.69,344.00,308.50,0.51
Hexadecan-1-ol,CCCCCCCCCCCCCCCCO,60.96,324.40,[N4444]Cl,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],14.69,344.00,301.60,0.60
Hexadecan-1-ol,CCCCCCCCCCCCCCCCO,60.96,324.40,[N4444]Cl,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],14.69,344.00,307.20,0.70
Hexadecan-1-ol,CCCCCCCCCCCCCCCCO,60.96,324.40,[N4444]Cl,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],14.69,344.00,313.20,0.80
Hexadecan-1-ol,CCCCCCCCCCCCCCCCO,60.96,324.40,[N4444]Cl,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],14.69,344.00,318.70,0.90
Hexadecan-1-ol,CCCCCCCCCCCCCCCCO,60.96,324.40,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,536.25,0.06
Hexadecan-1-ol,CCCCCCCCCCCCCCCCO,60.96,324.40,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,513.25,0.10
Hexadecan-1-ol,CCCCCCCCCCCCCCCCO,60.96,324.40,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,488.25,0.14
Hexadecan-1-ol,CCCCCCCCCCCCCCCCO,60.96,324.40,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,451.65,0.19
Hexadecan-1-ol,CCCCCCCCCCCCCCCCO,60.96,324.40,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,415.78,0.25
Hexadecan-1-ol,CCCCCCCCCCCCCCCCO,60.96,324.40,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,371.45,0.32
Hexadecan-1-ol,CCCCCCCCCCCCCCCCO,60.96,324.40,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,335.42,0.41
Hexadecan-1-ol,CCCCCCCCCCCCCCCCO,60.96,324.40,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,334.62,0.42
Hexadecan-1-ol,CCCCCCCCCCCCCCCCO,60.96,324.40,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,318.55,0.50
Hexadecan-1-ol,CCCCCCCCCCCCCCCCO,60.96,324.40,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,320.78,0.59
Hexadecan-1-ol,CCCCCCCCCCCCCCCCO,60.96,324.40,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,320.95,0.60
Hexadecan-1-ol,CCCCCCCCCCCCCCCCO,60.96,324.40,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,322.28,0.67
Hexadecan-1-ol,CCCCCCCCCCCCCCCCO,60.96,324.40,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,322.55,0.69
Hexadecan-1-ol,CCCCCCCCCCCCCCCCO,60.96,324.40,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,322.73,0.79
Hexadecan-1-ol,CCCCCCCCCCCCCCCCO,60.96,324.40,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,323.35,0.87
Hexanoic acid,CCCCCC(=O)O,15.40,270.15,Lidocaine,CCN(CC)CC(=O)Nc1c(C)cccc1C,16.40,341.15,217.15,0.50
Hydroquinone ,Oc1ccc(O)cc1,27.11,445.45,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,332.16,0.50
Ibuprofen,CC(C)Cc1ccc(C(C)C(=O)O)cc1,39.50,350.40,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,547.62,0.11
Ibuprofen,CC(C)Cc1ccc(C(C)C(=O)O)cc1,39.50,350.40,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,495.92,0.20
Ibuprofen,CC(C)Cc1ccc(C(C)C(=O)O)cc1,39.50,350.40,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,443.15,0.31
Ibuprofen,CC(C)Cc1ccc(C(C)C(=O)O)cc1,39.50,350.40,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,395.82,0.39
Ibuprofen,CC(C)Cc1ccc(C(C)C(=O)O)cc1,39.50,350.40,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,351.25,0.49
Ibuprofen,CC(C)Cc1ccc(C(C)C(=O)O)cc1,39.50,350.40,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,326.05,0.60
Ibuprofen,CC(C)Cc1ccc(C(C)C(=O)O)cc1,39.50,350.40,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,335.08,0.70
Ibuprofen,CC(C)Cc1ccc(C(C)C(=O)O)cc1,39.50,350.40,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,338.62,0.77
Ibuprofen,CC(C)Cc1ccc(C(C)C(=O)O)cc1,39.50,350.40,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,344.52,0.89
Imidazole,c1c[nH]cn1,13.10,359.30,[N4444]Br,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],10.00,390.80,355.66,0.40
Imidazole,c1c[nH]cn1,13.10,359.30,[N4444]Br,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],10.00,390.80,339.16,0.50
Imidazole,c1c[nH]cn1,13.10,359.30,[N4444]Br,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],10.00,390.80,303.70,0.60
Imidazole,c1c[nH]cn1,13.10,359.30,[N4444]Br,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],10.00,390.80,294.50,0.70
Imidazole,c1c[nH]cn1,13.10,359.30,[N4444]Br,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],10.00,390.80,301.83,0.80
Imidazole,c1c[nH]cn1,13.10,359.30,[N4444]Br,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],10.00,390.80,357.79,0.90
Imidazole,c1c[nH]cn1,13.10,359.30,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,367.33,0.40
Imidazole,c1c[nH]cn1,13.10,359.30,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,361.29,0.50
Imidazole,c1c[nH]cn1,13.10,359.30,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,355.98,0.60
Imidazole,c1c[nH]cn1,13.10,359.30,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,329.27,0.70
Imidazole,c1c[nH]cn1,13.10,359.30,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,338.55,0.80
Imidazole,c1c[nH]cn1,13.10,359.30,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,341.99,0.90
Itaconic acid,C=C(CC(=O)O)C(=O)O,32.20,444.46,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,330.15,0.50
Ketoprofen,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,37.30,368.00,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,541.85,0.12
Ketoprofen,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,37.30,368.00,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,500.92,0.21
Ketoprofen,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,37.30,368.00,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,465.85,0.31
Ketoprofen,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,37.30,368.00,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,418.68,0.40
Ketoprofen,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,37.30,368.00,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,390.52,0.50
Ketoprofen,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,37.30,368.00,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,366.25,0.60
Ketoprofen,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,37.30,368.00,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,349.75,0.69
Ketoprofen,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,37.30,368.00,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,354.72,0.79
Ketoprofen,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,37.30,368.00,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,361.62,0.90
Lactic Acid,CC(O)C(=O)O,11.34,289.95,Alanine,CC([NH3+])C(=O)[O-],22.00,570.15,298.15,0.50
Lactic Acid,CC(O)C(=O)O,11.34,289.95,Benzyltripropylammonium chloride,CCC[N+](CCC)(CCC)Cc1ccccc1.[Cl-],,478.16,216.86,0.75
Lactic Acid,CC(O)C(=O)O,11.34,289.95,Betaine,C[N+](C)(C)CC(=O)[O-],42.76,514.15,298.15,0.50
Lactic Acid,CC(O)C(=O)O,11.34,289.95,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,565.55,0.05
Lactic Acid,CC(O)C(=O)O,11.34,289.95,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,537.15,0.10
Lactic Acid,CC(O)C(=O)O,11.34,289.95,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,501.55,0.15
Lactic Acid,CC(O)C(=O)O,11.34,289.95,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,466.85,0.20
Lactic Acid,CC(O)C(=O)O,11.34,289.95,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,434.82,0.25
Lactic Acid,CC(O)C(=O)O,11.34,289.95,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,406.45,0.30
Lactic Acid,CC(O)C(=O)O,11.34,289.95,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,386.65,0.35
Lactic Acid,CC(O)C(=O)O,11.34,289.95,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,351.42,0.40
Lactic Acid,CC(O)C(=O)O,11.34,289.95,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,316.88,0.45
Lactic Acid,CC(O)C(=O)O,11.34,289.95,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,296.95,0.50
Lactic Acid,CC(O)C(=O)O,11.34,289.95,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,287.75,0.90
Lactic Acid,CC(O)C(=O)O,11.34,289.95,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,288.35,0.95
Lauric Acid,CCCCCCCCCCCC(=O)O,34.69,317.50,[N1111]Cl,C[N+](C)(C)C.[Cl-],20.49,612.87,313.85,0.60
Lauric Acid,CCCCCCCCCCCC(=O)O,34.69,317.50,[N1111]Cl,C[N+](C)(C)C.[Cl-],20.49,612.87,312.86,0.66
Lauric Acid,CCCCCCCCCCCC(=O)O,34.69,317.50,[N1111]Cl,C[N+](C)(C)C.[Cl-],20.49,612.87,314.52,0.81
